nu,Method,L1_mean,L1_std,L1_min,L1_max,L1_median,Linf_mean,Linf_std,Linf_min,Linf_max,Linf_median,E_SG_T4_mean,E_SG_T4_std,E_SG_T4_min,E_SG_T4_max,E_SG_T4_median,E_mean_max_0_4_mean,E_mean_max_0_4_std,E_mean_max_0_4_min,E_mean_max_0_4_max,E_mean_max_0_4_median,E_mean_final_T4_mean,E_mean_final_T4_std,E_mean_final_T4_min,E_mean_final_T4_max,E_mean_final_T4_median,E_mean_argmax_time_mean,E_mean_argmax_time_std,E_mean_argmax_time_min,E_mean_argmax_time_max,E_mean_argmax_time_median,SG_points_mean,SG_points_std,SG_points_min,SG_points_max,SG_points_median,SG_fraction_mean,SG_fraction_std,SG_fraction_min,SG_fraction_max,SG_fraction_median,SG_threshold_mean,SG_threshold_std,SG_threshold_min,SG_threshold_max,SG_threshold_median,final_abs_error_p95_mean,final_abs_error_p95_std,final_abs_error_p95_min,final_abs_error_p95_max,final_abs_error_p95_median,final_abs_error_p99_mean,final_abs_error_p99_std,final_abs_error_p99_min,final_abs_error_p99_max,final_abs_error_p99_median,Time_mean,Time_std,Time_min,Time_max,Time_median,N_native_mean,N_native_std,N_native_min,N_native_max,N_native_median,N_eval_mean,N_eval_std,N_eval_min,N_eval_max,N_eval_median,native_substeps_mean,native_substeps_std,native_substeps_min,native_substeps_max,native_substeps_median,traditional_substeps_mean,traditional_substeps_std,traditional_substeps_min,traditional_substeps_max,traditional_substeps_median,nn_substeps_mean,nn_substeps_std,nn_substeps_min,nn_substeps_max,nn_substeps_median,RefTime_mean,RefTime_std,RefTime_min,RefTime_max,RefTime_median
0.001,FVM (400),0.012268242696300148,0.00279595280445187,0.005520285572856665,0.01712135411798954,0.012628396973013878,0.38862102419137956,0.14944533926992387,0.13266563415527344,0.8293797969818115,0.37374407052993774,0.2418048821389675,0.10476179588119294,0.04297754168510437,0.4614412188529968,0.2421422004699707,4.208278718351721e-06,2.885601269484882e-06,5.626678785120021e-07,1.1291504051769152e-05,3.4427641821821453e-06,3.994560281057602e-06,3.0464775514999074e-06,2.2888184503244702e-07,1.1291504051769152e-05,3.3235550063182018e-06,3.6899200000000003,0.5528111402049473,1.8880000000000001,4.0,4.0,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,0.0203438401222229,0.011751504361172676,0.00841592252254486,0.06898216903209686,0.017054636031389236,0.1800821105763316,0.08591191724206527,0.022698713466525078,0.3553094267845154,0.17359522730112076,0.021147098541259766,0.005085306596935079,0.014095544815063477,0.03151965141296387,0.019844651222229004,400.0,0.0,400,400,400.0,200.0,0.0,200,200,200.0,4.0,0.0,4,4,4.0,4.0,0.0,4,4,4.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,FVM (800),0.005677144229412079,0.0013671520445226936,0.002431069500744343,0.008065233938395977,0.005820383783429861,0.17844766229391099,0.06750845889265715,0.05618393421173096,0.3018631935119629,0.16741639375686646,0.10188093077391386,0.0498138140616449,0.020693419501185417,0.21643638610839844,0.10401206463575363,4.1031480407127676e-06,2.8040095122827387e-06,5.340576194612368e-07,1.1138916306663305e-05,3.309249791527691e-06,3.883945988718551e-06,2.9524326626897584e-06,2.47955313170678e-07,1.1138916306663305e-05,3.108978262389428e-06,3.71808,0.49413622181973826,2.208,4.0,3.992,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,0.008702494585886598,0.003781168079909022,0.004179343581199646,0.028589412569999695,0.008084716740995646,0.07926394190639258,0.0475702301078794,0.009922623634338379,0.181277334690094,0.0706523023545742,0.03563994407653809,0.0074108306150978106,0.026288270950317383,0.04805898666381836,0.031215190887451172,800.0,0.0,800,800,800.0,200.0,0.0,200,200,200.0,8.0,0.0,8,8,8.0,8.0,0.0,8,8,8.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,Ours (200),0.0007879521214636042,0.00031035222946051104,0.000360228557838127,0.0017162440344691277,0.0007458351901732385,0.03446970865130425,0.01843578877684852,0.005917787551879883,0.08218169212341309,0.03033357858657837,0.013617331935092807,0.008616477930544292,0.0007489919662475586,0.036636531352996826,0.01157677173614502,4.205882564747299e-06,2.9317117635162685e-06,5.578995114774443e-07,1.1367797924322076e-05,3.4332275617998675e-06,3.991496574258235e-06,3.087182269995021e-06,2.47955313170678e-07,1.1367797924322076e-05,3.3426284744564327e-06,3.68384,0.5492620414739049,1.92,4.0,3.984,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,0.0021363660308998077,0.0008158988908613173,0.0007244378793984652,0.004096425138413906,0.0021453355439007282,0.008675984418950976,0.005334758738293061,0.0028673887718468904,0.022799799218773842,0.005828069057315588,0.16995034217834473,0.04848720583940247,0.09485507011413574,0.27408432960510254,0.13954269886016846,200.0,0.0,200,200,200.0,200.0,0.0,200,200,200.0,2.0,0.0,2,2,2.0,0.0,0.0,0,0,0.0,2.0,0.0,2,2,2.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,WENO-Z (1000),0.0004935364708217094,0.00035943548740889473,1.6414629499195144e-05,0.0013362016761675477,0.0004285544127924368,0.037550532966852186,0.026646632078553018,0.0008192136883735657,0.09115898609161377,0.0336766242980957,0.02294666068861261,0.023925243452894283,0.00022803246974945068,0.09054785966873169,0.014152653515338898,4.203510300158086e-06,2.9247054653883116e-06,5.769729796156753e-07,1.1749267287086695e-05,3.3235551200050395e-06,3.9722442573975056e-06,3.0925733304732664e-06,4.768372718899627e-08,1.1749267287086695e-05,3.1948088690114673e-06,3.68832,0.5550779845927883,1.92,4.0,3.992,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,3.2221291439782364e-05,1.2335004639274692e-05,1.3113021850585938e-05,6.19709535385482e-05,2.8342010409687646e-05,0.009751631819817703,0.011810938678404196,6.360492261592299e-05,0.04357440397143364,0.0038296680431813,0.059245786666870116,0.009520996543360557,0.046028852462768555,0.07647705078125,0.05273544788360596,1000.0,0.0,1000,1000,1000.0,200.0,0.0,200,200,200.0,10.0,0.0,10,10,10.0,10.0,0.0,10,10,10.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,WENO-Z (200),0.006539421252673492,0.0021903997470949788,0.0003697575884871185,0.009937307797372341,0.006603996967896819,0.34504291266202924,0.11958907835370072,0.02657802402973175,0.5614794492721558,0.3439101576805115,0.2786674353480339,0.13302507890173287,0.022448956966400146,0.5592049956321716,0.2801097184419632,4.18560508705923e-06,2.8964800738234873e-06,5.340576194612368e-07,1.125335711549269e-05,3.3950806255234056e-06,3.972792655417834e-06,3.0493449101088508e-06,2.670288097306184e-07,1.125335711549269e-05,3.2901764370762976e-06,3.73312,0.48180818606917153,2.208,4.0,3.984,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,0.008760942934459308,0.008515437329681403,5.84602530580014e-05,0.030104337260127068,0.004238276043906808,0.19237564062699675,0.09200434400629362,0.00478698592633009,0.40831997990608215,0.17771147191524506,0.016194357872009277,0.004537638305816703,0.010816097259521484,0.024413585662841797,0.014424324035644531,200.0,0.0,200,200,200.0,200.0,0.0,200,200,200.0,2.0,0.0,2,2,2.0,2.0,0.0,2,2,2.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,WENO-Z (2000),0.0001442842050346371,0.00011340807567332025,1.3268497241369914e-05,0.00042958545964211226,0.00011998235640930943,0.010242274627089501,0.00939148323849326,0.00017917156219482422,0.03035879135131836,0.007905662059783936,0.005754019477171824,0.007611527551970777,9.12398099899292e-05,0.029805421829223633,0.001962294161785394,4.15513519783417e-06,2.7589724940068886e-06,6.19888282926695e-07,1.1291504051769152e-05,3.371238790350617e-06,3.933548949248689e-06,2.9492079028105285e-06,4.52995436717174e-08,1.1291504051769152e-05,3.2520295007998357e-06,3.7603199999999997,0.4417344959338802,2.384,4.0,4.0,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,5.774360601208173e-05,2.3727112623661253e-05,2.0034611225128174e-05,0.00011056065704906359,5.2648785640485585e-05,0.0019530849895818391,0.0030768845320317544,3.661476512206718e-05,0.012509883381426334,0.0006145860534161329,0.10537656784057617,0.014754378932444549,0.08512043952941895,0.13483691215515137,0.09788811206817627,2000.0,0.0,2000,2000,2000.0,200.0,0.0,200,200,200.0,20.0,0.0,20,20,20.0,20.0,0.0,20,20,20.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,WENO-Z (400),0.0023189813188218976,0.0010855468408644542,4.388824891066179e-05,0.004354345612227917,0.0023117020027711987,0.14669012516736984,0.06810302596333133,0.0027530789375305176,0.27398455142974854,0.1517818570137024,0.10791589353233576,0.07011338965688046,0.0020273253321647644,0.273873507976532,0.09506075456738472,4.196560402078831e-06,2.8961284972577373e-06,5.531311444428866e-07,1.125335711549269e-05,3.3998489925579634e-06,3.984081759540459e-06,3.0497350868510553e-06,2.2888184503244702e-07,1.125335711549269e-05,3.2949448041108553e-06,3.69728,0.547359041215179,1.984,4.0,4.0,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,0.00023872620120528155,0.00026877379804645654,2.0952535123797134e-05,0.0013856810983270407,0.00015685511607443914,0.06486844217637554,0.045606994335861184,0.0013017451856285334,0.16689084470272064,0.04946989193558693,0.027678174972534178,0.005934644728390715,0.019781112670898438,0.039196014404296875,0.02442026138305664,400.0,0.0,400,400,400.0,200.0,0.0,200,200,200.0,4.0,0.0,4,4,4.0,4.0,0.0,4,4,4.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
0.001,WENO-Z (800),0.0007290197859038017,0.00048314473851057433,2.0552453861455433e-05,0.0018059450667351484,0.0006683320680167526,0.05356339454650879,0.03442339899822562,0.001172482967376709,0.12161803245544434,0.050348252058029175,0.034143993090838196,0.03200650677956551,0.00019165873527526855,0.12105977535247803,0.023496784269809723,4.154145751726901e-06,2.86128332172468e-06,5.912780807193485e-07,1.1367797924322076e-05,3.3378602211087127e-06,3.932321087063429e-06,3.01921192613027e-06,2.670288097306184e-07,1.1367797924322076e-05,3.2091139701151405e-06,3.72416,0.5473850027398355,1.92,4.0,4.0,3.12,1.0999072317097232,1,6,3.0,0.015600000000000001,0.005499536158548616,0.005,0.03,0.015,10.110931215286255,2.6965226688790125,2.052884578704834,17.5723819732666,10.04078197479248,3.1967467002687044e-05,1.295223704906078e-05,1.4328958059195429e-05,6.89268417772837e-05,2.8935076443303842e-05,0.0159005596388306,0.016918670093485234,9.190564014716074e-05,0.06056397780776024,0.007736592786386609,0.04743458747863769,0.007486225595443894,0.03718757629394531,0.06115531921386719,0.04279947280883789,800.0,0.0,800,800,800.0,200.0,0.0,200,200,200.0,8.0,0.0,8,8,8.0,8.0,0.0,8,8,8.0,0.0,0.0,0,0,0.0,0.21052238941192628,0.03084794576617128,0.18656563758850098,0.26004505157470703,0.18773555755615234
