Cell-Center Velocity Error Report
Input NetCDF: fno_predictions_30cases_20steps.nc
Trajectories: 30   Steps: 400
Reference variables: gt_u, gt_v
CC grid: 64 x 64

Metrics:
  RelL2 = sqrt(sum(du^2)+sum(dv^2)) / sqrt(sum(u_ref^2)+sum(v_ref^2))
  MaxErr = max sqrt(du^2 + dv^2)


============================================================
  Method: FNO
============================================================
Step    RelL2_mean    RelL2_std     MaxErr_mean   MaxErr_std    
346     6.3281e-03    4.1859e-03    2.7772e-03    1.8359e-03    
347     6.3169e-03    4.2010e-03    2.7625e-03    1.8194e-03    
348     6.3173e-03    4.2157e-03    2.8452e-03    1.7809e-03    
349     6.3139e-03    4.2037e-03    2.9006e-03    1.7145e-03    
350     6.3046e-03    4.1287e-03    2.8695e-03    1.6881e-03    
351     6.2957e-03    4.0424e-03    2.9097e-03    1.7365e-03    
352     6.2748e-03    3.9859e-03    2.7818e-03    1.7048e-03    
353     6.2462e-03    3.9694e-03    2.7783e-03    1.6783e-03    
354     6.2133e-03    3.9789e-03    2.7766e-03    1.6655e-03    
355     6.2124e-03    3.9975e-03    2.8017e-03    1.6748e-03    
356     6.2589e-03    3.9783e-03    2.9536e-03    1.7018e-03    
357     6.2721e-03    3.9039e-03    2.9357e-03    1.7147e-03    
358     6.2620e-03    3.8360e-03    2.9614e-03    1.6807e-03    
359     6.2639e-03    3.8127e-03    2.9206e-03    1.6423e-03    
360     6.2854e-03    3.7843e-03    2.9372e-03    1.6440e-03    
361     6.2840e-03    3.7909e-03    2.9332e-03    1.7201e-03    
362     6.2887e-03    3.8133e-03    2.8906e-03    1.7783e-03    
363     6.3410e-03    3.8077e-03    2.9032e-03    1.7657e-03    
364     6.3958e-03    3.8098e-03    2.9138e-03    1.7545e-03    
365     6.4588e-03    3.8476e-03    2.9138e-03    1.7397e-03    
366     6.5191e-03    3.9133e-03    2.9016e-03    1.7828e-03    
367     6.5735e-03    3.9475e-03    2.9800e-03    1.7686e-03    
368     6.6130e-03    3.9932e-03    3.0156e-03    1.7535e-03    
369     6.6414e-03    4.0418e-03    3.0298e-03    1.7541e-03    
370     6.6463e-03    3.9715e-03    3.0528e-03    1.7404e-03    
371     6.6264e-03    3.8674e-03    3.0312e-03    1.7760e-03    
372     6.6095e-03    3.8482e-03    2.9673e-03    1.8207e-03    
373     6.6178e-03    3.9178e-03    2.9491e-03    1.8134e-03    
374     6.6407e-03    4.0577e-03    2.9958e-03    1.7771e-03    
375     6.6740e-03    4.1878e-03    2.9506e-03    1.7342e-03    
376     6.6871e-03    4.2728e-03    2.9956e-03    1.7198e-03    
377     6.6467e-03    4.3039e-03    3.0929e-03    1.6731e-03    
378     6.5677e-03    4.2623e-03    3.0743e-03    1.6780e-03    
379     6.5051e-03    4.1982e-03    3.0174e-03    1.6962e-03    
380     6.4878e-03    4.1995e-03    2.9843e-03    1.6694e-03    
381     6.4872e-03    4.2505e-03    2.9953e-03    1.7140e-03    
382     6.5369e-03    4.2873e-03    2.9748e-03    1.6560e-03    
383     6.6077e-03    4.2800e-03    2.9465e-03    1.6372e-03    
384     6.6092e-03    4.3025e-03    2.9630e-03    1.6215e-03    
385     6.5866e-03    4.3739e-03    2.9512e-03    1.6307e-03    
386     6.6345e-03    4.3850e-03    2.9624e-03    1.6041e-03    
387     6.6414e-03    4.4390e-03    3.0954e-03    1.6250e-03    
388     6.6077e-03    4.5482e-03    2.9763e-03    1.5982e-03    
389     6.5877e-03    4.5785e-03    2.9848e-03    1.6261e-03    
390     6.5824e-03    4.4651e-03    2.9945e-03    1.6410e-03    
391     6.5437e-03    4.3221e-03    2.9920e-03    1.6022e-03    
392     6.5181e-03    4.2310e-03    2.9579e-03    1.5929e-03    
393     6.5282e-03    4.2148e-03    2.9229e-03    1.6011e-03    
394     6.5814e-03    4.2806e-03    2.9605e-03    1.6787e-03    
395     6.6706e-03    4.3561e-03    2.9918e-03    1.6730e-03    
396     6.7137e-03    4.4165e-03    2.8911e-03    1.7061e-03    
397     6.7188e-03    4.4260e-03    2.9377e-03    1.7503e-03    
398     6.6992e-03    4.3684e-03    3.0693e-03    1.7825e-03    
399     6.6531e-03    4.3335e-03    3.0562e-03    1.8583e-03    
400     6.5963e-03    4.3499e-03    3.0835e-03    1.8804e-03    
