time_rel,quantity,method,loss_mean,loss_std,loss_median,loss_p95,n_traj
4.800000000000001,KineticEnergyAbsLoss,GNOT,5.295199031631152e-05,4.413642430144118e-05,3.8397498428821564e-05,0.00013329386711120604,30
4.9,KineticEnergyAbsLoss,GNOT,5.427490298946698e-05,4.519385475745051e-05,3.730878233909607e-05,0.00013577491044998167,30
5.0,KineticEnergyAbsLoss,GNOT,5.4210176070531206e-05,4.661881265309594e-05,3.877934068441391e-05,0.0001380864530801773,30
5.1000000000000005,KineticEnergyAbsLoss,GNOT,5.3461253022154175e-05,4.684890031532852e-05,3.946945071220398e-05,0.00013886103406548497,30
5.2,KineticEnergyAbsLoss,GNOT,5.3676776587963104e-05,4.61321998789137e-05,3.939494490623474e-05,0.00014129737392067903,30
5.300000000000001,KineticEnergyAbsLoss,GNOT,5.375073912243048e-05,4.520589229244811e-05,4.107598215341568e-05,0.0001422946341335773,30
5.4,KineticEnergyAbsLoss,GNOT,5.36183671404918e-05,4.508385793325308e-05,4.162406548857689e-05,0.00014393664896488186,30
5.5,KineticEnergyAbsLoss,GNOT,5.365229832629363e-05,4.5601688206982185e-05,4.007667303085327e-05,0.00014911908656358716,30
5.6000000000000005,KineticEnergyAbsLoss,GNOT,5.339869918922583e-05,4.634608305051827e-05,3.8261525332927704e-05,0.0001480109058320522,30
5.7,KineticEnergyAbsLoss,GNOT,5.2578592052062355e-05,4.6632668813848545e-05,3.551878035068512e-05,0.00014729248359799386,30
5.800000000000001,KineticEnergyAbsLoss,GNOT,5.235024727880955e-05,4.667409044388376e-05,3.450363874435425e-05,0.00014947690069675438,30
5.9,KineticEnergyAbsLoss,GNOT,5.376820142070452e-05,4.67681762092994e-05,3.3884309232234955e-05,0.00015152161940932266,30
6.0,KineticEnergyAbsLoss,GNOT,5.484328915675481e-05,4.735204874579947e-05,4.1665975004434586e-05,0.0001520170830190181,30
6.1000000000000005,KineticEnergyAbsLoss,GNOT,5.683825972179572e-05,4.76302801378074e-05,4.658196121454239e-05,0.00015582814812660213,30
6.2,KineticEnergyAbsLoss,GNOT,5.8158611257870994e-05,4.85041211148721e-05,4.8541929572820663e-05,0.00016087796539068216,30
6.300000000000001,KineticEnergyAbsLoss,GNOT,5.805479983488719e-05,5.0688764003171586e-05,4.888605326414108e-05,0.00016605090349912637,30
6.4,KineticEnergyAbsLoss,GNOT,5.827884500225385e-05,5.203911804979774e-05,4.713796079158783e-05,0.00016893763095140448,30
6.5,KineticEnergyAbsLoss,GNOT,5.8256136253476146e-05,5.192792549157502e-05,4.9262307584285736e-05,0.00016879439353942864,30
6.6000000000000005,KineticEnergyAbsLoss,GNOT,5.779983475804329e-05,5.1368641183995804e-05,4.8630405217409134e-05,0.00016712900251150125,30
6.7,KineticEnergyAbsLoss,GNOT,5.8515214671691256e-05,5.0574662778874156e-05,4.8717018216848373e-05,0.00016552740707993503,30
6.800000000000001,KineticEnergyAbsLoss,GNOT,5.891760811209679e-05,4.912671674845463e-05,4.919711500406265e-05,0.00016490956768393513,30
6.9,KineticEnergyAbsLoss,GNOT,5.8915155629316963e-05,4.755882221625632e-05,4.850141704082489e-05,0.00016397340223193166,30
7.0,KineticEnergyAbsLoss,GNOT,5.8273117368419965e-05,4.683827738516843e-05,4.561571404337883e-05,0.00015952615067362782,30
7.1000000000000005,KineticEnergyAbsLoss,GNOT,5.758525803685188e-05,4.715619232854644e-05,4.450185224413872e-05,0.0001559803262352943,30
7.2,KineticEnergyAbsLoss,GNOT,5.7586546366413437e-05,4.7052905732320466e-05,4.6765897423028946e-05,0.00015843054279685015,30
7.300000000000001,KineticEnergyAbsLoss,GNOT,5.744742229580879e-05,4.617512442295974e-05,4.641059786081314e-05,0.0001599984243512153,30
7.4,KineticEnergyAbsLoss,GNOT,5.6983887528379755e-05,4.550059261195269e-05,5.165953189134598e-05,0.00015974249690771096,30
7.5,KineticEnergyAbsLoss,GNOT,5.7466980069875714e-05,4.391816828602623e-05,5.181971937417984e-05,0.00015817740932106965,30
7.6000000000000005,KineticEnergyAbsLoss,GNOT,5.7761743664741513e-05,4.2437251005977905e-05,5.0999224185943604e-05,0.00015572682023048392,30
7.7,KineticEnergyAbsLoss,GNOT,5.7881868754824003e-05,4.1529745279565196e-05,5.42178750038147e-05,0.00015287222340703,30
7.800000000000001,KineticEnergyAbsLoss,GNOT,5.813195991019408e-05,4.1804950479194775e-05,5.170237272977829e-05,0.0001522393897175788,30
7.9,KineticEnergyAbsLoss,GNOT,5.869117255012194e-05,4.295578335930462e-05,4.81531023979187e-05,0.00015195626765489572,30
8.0,KineticEnergyAbsLoss,GNOT,5.856856393317382e-05,4.434330529880593e-05,5.02709299325943e-05,0.00015078224241733547,30
8.1,KineticEnergyAbsLoss,GNOT,5.8232806622982025e-05,4.523160222134744e-05,5.059875547885895e-05,0.00014978256076574322,30
8.200000000000001,KineticEnergyAbsLoss,GNOT,5.767295757929484e-05,4.558955480238914e-05,4.8790592700242996e-05,0.00014969157055020333,30
8.3,KineticEnergyAbsLoss,GNOT,5.7866331189870834e-05,4.465363353512286e-05,4.761200398206711e-05,0.0001524310559034347,30
8.4,KineticEnergyAbsLoss,GNOT,5.780401018758615e-05,4.413908568813701e-05,4.79184091091156e-05,0.00014918278902769082,30
8.5,KineticEnergyAbsLoss,GNOT,5.803386059900125e-05,4.445301997574609e-05,4.6314671635627747e-05,0.00014715185388922684,30
8.6,KineticEnergyAbsLoss,GNOT,5.860836245119572e-05,4.565579125773569e-05,4.361430183053017e-05,0.0001497614197432994,30
8.700000000000001,KineticEnergyAbsLoss,GNOT,5.895830690860748e-05,4.706091675998969e-05,4.2071565985679626e-05,0.00014970423653721805,30
8.8,KineticEnergyAbsLoss,GNOT,6.004062791665395e-05,4.8746384164476154e-05,4.360917955636978e-05,0.0001502375118434429,30
