Method,time_start,time_end,n_time,n_coord_u,n_coord_v,E_u_cl_abs_ensemble_rms_L2_time_mean,E_v_cl_abs_ensemble_rms_L2_time_mean,E_cl_abs_ensemble_rms_L2_time_mean,u_centerline_abs_ensemble_rms_spacetime_mean,v_centerline_abs_ensemble_rms_spacetime_mean,centerline_abs_ensemble_rms_spacetime_mean
GNOT,0.1,40.0,400,65,65,0.0009002762133267767,0.0008384941659754393,0.000869385189651108,0.0008469559370666992,0.0007981560654652597,0.0008225560012659794
