Method,time_rel,E_u_cl_abs_ensemble_rms_L2,E_v_cl_abs_ensemble_rms_L2,E_cl_abs_ensemble_rms_L2
GNOT,15.5,0.0009332916039949807,0.0009116473935836784,0.0009224694987893295
GNOT,15.600000000000001,0.0009369908694749818,0.0009141854176895835,0.0009255881435822826
GNOT,15.700000000000001,0.0009400922598458143,0.0009194558155964558,0.000929774037721135
GNOT,15.8,0.0009391472020421484,0.000930279698975077,0.0009347134505086127
GNOT,15.9,0.0009330119422273879,0.0009228161503449334,0.0009279140462861606
GNOT,16.0,0.0009282737954843683,0.0009084328562393973,0.0009183533258618828
GNOT,16.1,0.0009253267798344429,0.0008974101522095304,0.0009113684660219867
GNOT,16.2,0.0009290206878335349,0.000886112189626144,0.0009075664387298394
GNOT,16.3,0.0009378024008268935,0.0008758569560874865,0.00090682967845719
GNOT,16.400000000000002,0.0009459864958320639,0.0008697150362350658,0.0009078507660335649
GNOT,16.5,0.0009544645507316891,0.0008649698599657013,0.0009097172053486953
GNOT,16.6,0.000955012024777777,0.0008587811662173511,0.000906896595497564
GNOT,16.7,0.0009571688413700477,0.000853057575265292,0.0009051132083176699
GNOT,16.8,0.0009539534687229496,0.0008467697705262247,0.0009003616196245871
GNOT,16.900000000000002,0.0009530122407344895,0.0008281380415631322,0.0008905751411488109
GNOT,17.0,0.0009530925927937622,0.0008301221801359719,0.000891607386464867
GNOT,17.1,0.0009534676043638585,0.0008343412833957801,0.0008939044438798192
GNOT,17.2,0.0009534016782670317,0.0008282969595119302,0.000890849318889481
GNOT,17.3,0.0009516020475721142,0.0008221591855046304,0.0008868806165383723
GNOT,17.400000000000002,0.0009469036204284501,0.0008374840556769382,0.0008921938380526942
GNOT,17.5,0.0009508816223762663,0.0008384845840352437,0.000894683103205755
GNOT,17.6,0.0009541518126773016,0.0008341950047059209,0.0008941734086916112
GNOT,17.7,0.0009522360492982055,0.0008379718211426693,0.0008951039352204374
GNOT,17.8,0.0009471878442593821,0.0008426449618160365,0.0008949164030377093
GNOT,17.900000000000002,0.0009441393966730236,0.0008438873842465611,0.0008940133904597924
GNOT,18.0,0.0009422077389190514,0.000841896967012643,0.0008920523529658473
GNOT,18.1,0.0009469199175191669,0.0008425929635443229,0.0008947564405317449
GNOT,18.2,0.0009587234579900664,0.0008480278910095829,0.0009033756744998246
GNOT,18.3,0.0009730616720536433,0.0008521154686504245,0.0009125885703520339
GNOT,18.400000000000002,0.0009824410432417551,0.0008512771765964422,0.0009168591099190987
GNOT,18.5,0.00099230530118862,0.0008478833047392738,0.0009200943029639469
GNOT,18.6,0.0009978450169642976,0.0008485978646729865,0.0009232214408186421
GNOT,18.7,0.0010106249170114907,0.0008402898916517296,0.0009254574043316102
GNOT,18.8,0.0010314756876570433,0.0008313216262722243,0.0009313986569646338
GNOT,18.900000000000002,0.0010459125118410105,0.0008302604603638701,0.0009380864861024403
GNOT,19.0,0.0010567992414309293,0.0008314997214013085,0.0009441494814161188
GNOT,19.1,0.001065241627188448,0.0008265249054992506,0.0009458832663438493
