Cell-Center Velocity Error Report
Input NetCDF: gnot_predictions_30cases_400steps.nc
Trajectories: 30   Steps: 400
Reference variables: gt_u, gt_v
CC grid: 64 x 64

Metrics:
  RelL2 = sqrt(sum(du^2)+sum(dv^2)) / sqrt(sum(u_ref^2)+sum(v_ref^2))
  MaxErr = max sqrt(du^2 + dv^2)


============================================================
  Method: GNOT
============================================================
Step    RelL2_mean    RelL2_std     MaxErr_mean   MaxErr_std    
356     4.5357e-03    2.3168e-03    2.5080e-03    1.0322e-03    
357     4.5223e-03    2.2713e-03    2.5100e-03    1.0019e-03    
358     4.4860e-03    2.2255e-03    2.5140e-03    9.6585e-04    
359     4.4450e-03    2.1827e-03    2.4546e-03    9.9780e-04    
360     4.4310e-03    2.1190e-03    2.4327e-03    1.0028e-03    
361     4.4085e-03    2.0732e-03    2.4516e-03    1.0054e-03    
362     4.3799e-03    2.0510e-03    2.4426e-03    1.0656e-03    
363     4.3728e-03    2.0333e-03    2.4628e-03    1.0732e-03    
364     4.3778e-03    2.0471e-03    2.4679e-03    1.1186e-03    
365     4.3723e-03    2.0881e-03    2.4186e-03    1.1393e-03    
366     4.3933e-03    2.1268e-03    2.4059e-03    1.2055e-03    
367     4.4183e-03    2.1577e-03    2.4142e-03    1.1942e-03    
368     4.4180e-03    2.1767e-03    2.3387e-03    1.2104e-03    
369     4.4128e-03    2.1560e-03    2.3670e-03    1.1632e-03    
370     4.4146e-03    2.1302e-03    2.3984e-03    1.2055e-03    
371     4.4491e-03    2.1309e-03    2.4611e-03    1.2315e-03    
372     4.4718e-03    2.1815e-03    2.4484e-03    1.2290e-03    
373     4.4919e-03    2.2463e-03    2.4673e-03    1.2156e-03    
374     4.5017e-03    2.2961e-03    2.3539e-03    1.1607e-03    
375     4.4929e-03    2.3060e-03    2.3204e-03    1.1082e-03    
376     4.4805e-03    2.2746e-03    2.3423e-03    1.1028e-03    
377     4.4557e-03    2.2190e-03    2.4121e-03    1.0894e-03    
378     4.4327e-03    2.2136e-03    2.3607e-03    1.0656e-03    
379     4.4632e-03    2.2362e-03    2.4409e-03    1.0571e-03    
380     4.5235e-03    2.2601e-03    2.5055e-03    1.0316e-03    
381     4.5795e-03    2.3090e-03    2.4805e-03    1.0298e-03    
382     4.6213e-03    2.3253e-03    2.4607e-03    1.0598e-03    
383     4.6260e-03    2.3197e-03    2.3858e-03    1.0767e-03    
384     4.6424e-03    2.3170e-03    2.4028e-03    1.0357e-03    
385     4.6823e-03    2.3356e-03    2.4478e-03    1.0486e-03    
386     4.7195e-03    2.3722e-03    2.4640e-03    1.0449e-03    
387     4.7640e-03    2.4184e-03    2.4478e-03    9.9221e-04    
388     4.8041e-03    2.4542e-03    2.5200e-03    9.7991e-04    
389     4.8006e-03    2.4431e-03    2.4622e-03    9.8395e-04    
390     4.7963e-03    2.3768e-03    2.5648e-03    1.0229e-03    
391     4.7772e-03    2.3275e-03    2.4705e-03    1.0440e-03    
392     4.7659e-03    2.2992e-03    2.5013e-03    1.0495e-03    
393     4.7827e-03    2.3051e-03    2.4761e-03    1.0663e-03    
394     4.8103e-03    2.3303e-03    2.5109e-03    1.1188e-03    
395     4.8192e-03    2.3561e-03    2.5319e-03    1.0978e-03    
396     4.8103e-03    2.3670e-03    2.5410e-03    1.2102e-03    
397     4.7876e-03    2.3548e-03    2.5488e-03    1.1566e-03    
398     4.7246e-03    2.3385e-03    2.5768e-03    1.2309e-03    
399     4.6381e-03    2.3183e-03    2.5193e-03    1.2113e-03    
400     4.5684e-03    2.3015e-03    2.5320e-03    1.3040e-03    
