Method,time_start,time_end,n_time,n_coord_u,n_coord_v,E_u_cl_abs_ensemble_rms_L2_time_mean,E_v_cl_abs_ensemble_rms_L2_time_mean,E_cl_abs_ensemble_rms_L2_time_mean,u_centerline_abs_ensemble_rms_spacetime_mean,v_centerline_abs_ensemble_rms_spacetime_mean,centerline_abs_ensemble_rms_spacetime_mean
FNO,0.1,40.0,400,65,65,0.0012294275027305362,0.0011378272480167412,0.0011836273753736387,0.0011498916881063342,0.0010699929865309805,0.0011099423373186574
